,trace,Adduser,Hydra_FTP,Hydra_SSH,Java_Meterpreter,Meterpreter,Web_Shell
389,192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 192 243 125 125 125 125 125 11 45 221 221 221 33 33 192 33 5 197 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 192 125 91 258 311 240 240 174 174 175 191 122 45 45 5 197 3 6 102 102 6 102 102 6 5 197 192 3 3 6 91 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 125 125 91 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 125 125 91 5 221 140 197 192 140 91 6 199 201 195 195 5 197 3 6 5 140 197 192 140 91 6 5 3 6 102 102 6 102 102 6 5 140 197 192 140 197 91 6 206 214 213 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 45 45 78 155 157 266 160 159 159 5 5 197 192 3 3 6 91 174 174 331 102 102 221 221 201 102 174 168 102 102 168 3 168 102 168 3 168 102 168 102 265 168 102 102 197 221 102 102 266 265 102 265 102 265 168 102 102 265 265 168 265 168 265 168 265 168 265 168 265 102 102 265 102 265 102 265 168 102 102 265 102 102 102 265 102 102 102 265 102 265 102 265 168 102 102 102 102 265 102 102 102 265 102 265 102 265 168 102 102 102 102 265 102 102 102 265 102 5 221 220 195 220 6 265 102 265 168 102 102 265 102 265 168 102 102 265 102 265 168 102 102 265 102 265 168 102 102 265 102 265 168 102 102 42 120 6 3 6 7 102 102 102 102 102 102 102 102 102 102 102 102 102 102 102 265 168 102 102 265 168 265 168 265 168 265 168 265 168 265 168 265 168 265 168 265 168 265 168 265,0,0,0,0,0,0
390,240 331 240 240 240 240 240 240 240 196 196 78 5 3 3 3 3 3 3 3 3 3 3 3 6 240 78 5 78 3 78 78 196 78 3 6 78 78 78 78 196 196 78 5 3 6 78 3 6 78 240 240 78 265 240 240 240 78 78 265 240 78 265 240 240 78 240 240 240 78 265 240 240 78 265 240 240 78 265 240 240 78 265 240 240 78 78 265 240 240 240 78 265 240 240 78 78 265 240 240 240 240 78 265 240 78 265 240 240 78 78 265 240 240 78 265 240 240 240 240 78 240 78 265 240 78 265 240 240 240 240 240 78 240 78 265 240 240 240 78 265 240 240 78 265 240 240 240 240 78 240 78 265 240 240 78 265 240 240 240 78 240 196 240 78 196 78 265 240 240 240 196 78 196 78 265 240 240 196 240 78 240 196 240 78 240 240 265 240 240 240 196 78 196 240 240 240 196 240 240 78 240 240 240 196 78 265 240 240 240 196 78 265 240 240 196 78 240 240 78 240 240 196 240 240 78 219,0,0,0,0,0,0
391,6 221 174 11 11 11 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 192 192 6 192 243 125 125 125 125 125 125 125 91 45 45 13 33 195 5 3 33 195 5 221 141 141 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 33 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 5 3 3 6 33 195 3 5 3 3 3 3 3 6 195 6 192 5 5 192 5 175 162,0,0,0,0,0,0
392,174 174 174 174 174 174 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 6 63 63 6 6 221 221 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 91 174 45 197 3 3 4 3 3 3 4,0,0,0,0,0,0
393,309 265 3 102 265 309 265 102 265 6 5 5 168 168 102 122 91 5 195 5 3 91 6 5 6 125 125 5 197 5 125 3 192 125 102 5 5 6 3 6 125 3 3 3 3 6 33 33 6 33 5 3 125 91 5 54 54 3 3 3 3 91 5 5 5 195 5 195 6 54 5 6 5 54 5 54 54 5 195 5 6 5 5 195 195 5 5 5 54 54 5 54 54 54 195 54 54 54 54 5 91 3 5 3 5 5 3 91 5 3 5 54 54 54 6 85 91 85 54 54 54 5 5 6 5 54 54 54 54 54 54 5 3 5 3 5 3 3 5 5 3 5 197 3 5 5 3 3 91 5 33 192 6 125 102 102 102 168 102 168 168 168 102 168 168 102 168 102 168 102 102 168 102 33 5 6 125 6 196 91 33 6 42 120 6 125 207 309 265 102 309 265 4 309 265 3 102 265 309 265 102 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 102 265 309 265 265 309 265 3 102 265 309 265 309 265 3 102 265 309 265 102 265 309 265 102 265 309 265 102 265 309 265 265 309 4 265 240 265 309 265 5 197 192 4 6 91 5 197 192 4 6 91 3 3 33 265 309 265 265 102 265 168 102 102 4 309 3 3 33 309 3 3 309 3 3,0,0,0,0,0,0
394,63 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4 3 4 4 4 4 4 4 3 4 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 3 3 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 3 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 3 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 3 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 3 4 3 4 3 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 3 4 3 4 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 3 3 4 4 4 4 4 4 3 4 3 4 4 4 4 4 4 4 3 4 4 4 3 4 3 4 4 4 3 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 4 4 3 4 3 4 3 4 4 4 4 4 4 3 4 4 4 3 4 4 3 4 4 4 4 4 3 4 3 4 4 4 4 4 3 3 4 4 4 4 4 4 4 4 3 4 3 4 4 4 4 4 4 4 3 4 4 4 3 4 4 3 4 3 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4,0,0,0,0,0,0
395,6 63 6 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 192 6 192 243 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 45 45 5 197 192 192 6 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 174 272 197 5 197 192 3 6 91 5 197 192 3 6 91 340 340 340 197 192 3 3 197 192 4 4 4 4 4 4,0,0,0,0,0,0
396,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 63 33 192 91 3 192 6 3 3 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0,0,0,0,0,0
397,311 78 240 196 78 265 240 240 240 196 78 265 240 240 240 240 240 196 78 265 240 240 240 196 78 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 78 240 240 240 196 78 265 240 240 240 196 78 265 240 240 78 219,0,0,0,0,0,0
398,11 197 5 243 174 122 45 3 3 3 3 3 3 3 3 6 91 5 197 5 220 220 5 5 5 5 5 197 5 5 220 220 220 5 6 5 5 5 220 220 6 5 6 220 5 220 5 5 220 300 300 5 6 300 5 300 220 5 5 5 220 5 5 220 5 6 300 6 133 6 5 300 220 220 5 5 6 133 5 6 220 300 300 133 5 5 5 5 300 5 220 220 5 5 5 5 220 5 5 220 220 220 6 133 5 5 220 5 133 5 197 5 133 5 5 300 5 220 5 220 5 5 220 220 220 6 5 220 197 220 300 6 220 5 197 220 220 5 197 300 5 300 300 5 5 5 220 220 220 220 5 220 5 300 5 5 220 133 6 5 220 5 220 5 220 5 133 220 5 220 197 220 5 220 6 197 220 5 5 5 5 220 5 220 220 5 220 220 5 220 300 5 300 6 5 220 5 133 6 5 220 197 220 5 220 197 6 300 5 220,0,0,0,0,0,0
399,168 102 168 168 4 168 102 102 42 168 168 168 102 168 102 6 6 168 4 168 42 221 221 221 221 221 221 221 221 168 4 168 102 4 168 42 168 4 168 102 168 102 6 6 168 4 168 42 221 221 221 221 221 221 221 221 168 240 3 240 240 240 240 240 102 168 4 168 168 3 168 102 168 4 168 4 168 168 3 102 42 168 168 102 4 168 4 168 42 168 3 102 168 4 168 168 3 102 4 168 3 102 168 4 168 168 6 168 168 102 4 168 168 3 102 6 168 3 102 4 168 3 102 168 4 168 102 4 6 6 168,0,0,0,0,0,0
400,6 63 6 11 5 192 6 192 192 125 125 125 125 54 45 197 197 195 174 174 3 6 91 195 3 6 91 5 45 3 6 3 6 195 3 6 91 195 3 3 6 6 6 3 3 6 196 196 195 5 6 91 5 6 195 3 6 6 5 197 197 3 6 45 5 197 197 192 3 3 3 3 3 91 195 195 220 195 220 6 5 3 195 5 195 3 195 195 195 3 195 197 91 195 195 5 3 3 6 5 5 5 5 5 195 6 91 6 6 6 6 54 192 5 3 6 91 195 6 91 6 6 195 5 192 6 91 195 3 6 6 91 195 3 6 6 195 195 195 195 195 195 6 3 5 195 6 195 5 3,0,0,0,0,0,0
401,168 201 201 42 221 174 102 102 168 168 168 168 78 102 168 168 168 4 168 78 168 168 78 4 102 168 102 4 168 102 168 102 4 4 168 102 168 102 168 168 102 4 168 102 3 4 102 102 4 3 168 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 168 102 102 4 3 168 4 3 168 102 102 168 102 168 102 102 168 102 102 4 3 168 4 3 168 102 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 3 4 168 102 102 4 3 168 4 3 168 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 168 102 102 4 168 3 4 3 168 102 102 4 3 168 4 3 168 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 168 102 102 3 4 168 4 3 168 102 168 102 102 4 3 168 168 102 102 4 3 168 4 3 168 4 102 102 3 168 4 168 3 168 4 102 102 3 168 4 3 168 102 102 3 168 102 168 102 102 3 4 168 4 3 168 102 102 4 3 168 4 3 168 168 168 102 102 168 168 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 168 168 102 168 102 168 102 168 102 102 168 102 102 4 4 102 102 4 3 168 4 3 168 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 168 102 102 4 3 168 4 3 4 119 168 3 4 3 4 6 4 4 6 6 6 6,0,0,0,0,0,0
402,199 5 63 6 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 5 195 5 195 5 195 5 195 5 195 5 195 5 195 5 195 5 195 5 195 5 195 5 195 5 195 5 221 141,0,0,0,0,0,0
403,311 240 240 6 6 6 6 6 6 6 6 6 78 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 192 91 78 180 180 180 78 180 180 180 180 180 91 78 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 78 78 219,0,0,0,0,0,0
404,311 240 240 168 240 3 240 168 42 221 221 221 221 221 221 221 221 168 240 3 240 240 240 240 240 102 168 102 168 102 6 6 168 240 4 240 168 102 240 240 168 240 3 240 240 240 102 102 102 240 240 102 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 4 240 240 168 42 221 221 221 221 221 221 221 221 168 102 168 102 168 102 6 6 168 4 240 168 42 221 221 221 221 221 221 221 221 168 102 168 102 168 102 6 6 168 4 240 168 42 221 221 221 221 221 221 221 221 168 102 168 102 6 6 168 4 240 240 168 42 221 221 221 221 221 221 221 221 168 240 3 240 168 3 168 240 3 240 168 102 168 102 6 6 168 168 102 168 168 102 168 4 240 168 42 221 221 221 221 221 221 221 221 168 168 168 3 168 102 168 102 6 6 168 4 168 42 221 221 221 221 221 221 221 221 102 168 102 102 168 6 6 168 4 168 42 221 221 221 221 221 221 221 221 168 168 102 102 6 6 168 4 168 42 221 221 221 221 221 221 221 221 168 102 168 102 6 6 168 4 168 42 221 221 221 221 221 221 221 221 168 168 102 168 102 6 6 168 4 168 42 221 221 221 221 221 221 221 221 102 168 102 6 4 168 168 102 168 102 6 6 168 4 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 102 168 168 42 221 221 221 221 221 221 221 221 168 168 4 3 168 102 3 168 102 168 102 6 6 168 4 168 42 221 221 221 221 221 221 221 221 168 3,0,0,0,0,0,0
405,174 6 6 5 221 220 221 221 221 221 11 45 33 192 33 5 197 192 6 33 5 3 197 192 125 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 125 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 19 3 197 192 125 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 125 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 125 192 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 5 197 3 155 157 78 5 5 5 197 192 209 3 6 5 5 3 3 192 192 6 33 192 6 91 91 192 6 125 5 5 33 6 6 6 33 5 6 125 125 125 102 102 3 221 168 3 168 168 168 3 3 168 168 168 168 168 168 331 168 168 168 196 33 33 33 33 33 195 6 125 3 3 3 3 45 33 196 5 3 3 33 33 6 125 33 33 3 33 33 33 33 33 33 3 33 146 3 122 168 146 168 3 3 3 168 146 3 3 168 45 168 201 5 3 3 3 3 3 3 3 3 3 3 45 3 3 3 6 5 5 192 6 5 192 6 192 6 125 125 125 168 146 4,0,0,0,0,0,0
406,6 91 11 45 221 221 221 33 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 192 6 33 5 3 197 192 192 6 192 243 125 125 125 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 155 157 266 160 159 159 45 45 78 5 5 197 192 3 3 6 91 102 102 221 221 201 102 174 168 102 102 168 3 102 168 168,0,0,0,0,0,0
407,6 6 195 5 6 91 3 6 5 6 3 6 6 6 6 6 195 5 6 6 5 6 6 201 199 3 6 91 196 196 6 195 6 91 197 195 6 5 197 197 192 3 3 3 3 3 6 45 5 197 197 192 3 3 3 3 3 3 3 3 3 3 6 91 195 195 195 195 5 195 195 3 6 91 195 3 195 195 195 195 195 195 6 195 197 6 91 6 3 6 6 6 3 3 6 91 195 5 197 54 197 192 140 3 140 3 192 3 6 91 195 5 5 5 197 5 197 192 3 197 3 3 6 91 6 195 5 5 5 197 5 197 192 3 197 3 6 91 6 195 5 5 5 197 5 197 192 3 197 3 3 6 91 6 195 5 220 220 6 195 195 195 195 195 195 196 5 220 220 6 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 196 5 220 220 6 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 195 196 5 220 192 192 45 5 197 197 192 4 4 4 4 4 4 4 4 4 4 4 4 4 4 140 4 6 91 45 45 45 91 195 195 195 5 5 197 197 197 140 197 192 140 3 3 3 5 197 197 192 4 4 140 4 195 5 5 197 197 192 4 4 140 4 6 91 195 5 5 197 197 192 4 4 4 140 4 91 197 5 197 197 192 4 4 4 4 4 140 4 6 91 195 195 5 197 197 192 4 4 4 140 4 6 91 5 5 197 197 192 4 4 4 220 192 6 5 197 197 192 4 4 4 4 4 4 140 4 6 91 195 3 5 197 197 192 4 4 195 3 5 197 197 192 4 4 3 195 3 6 195 3 6 91 192 3 195 3 6 5 3 195 3 6 5 3 6 3 6 3 6 3 6 91 197 3 195 3 195 195 5 195 3 6 195 3 195 196 3 195 195 3 195 5 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 196 5 220 220 6 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 5 197 197 192 3 6 91 195 195 195 195 196 5 220 220 6 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 195 196 5 220 220 6 195 195 195 5 197 197 192 3 6 91 195 195 195 195 195 195 195 195 195 195 195,0,0,0,0,0,0
